name	user	n_edits	n_minor_edits	first_edit	last_edit	added_bytes
5-MeO-DiPT	Adaviri	1	1	2010-09-28, 15:49	2010-09-28, 15:49	0
5-MeO-DiPT	Nirmos	1	1	2010-08-30, 03:50	2010-08-30, 03:50	8
5-MeO-DiPT	حسن علي البط	1	1	2010-04-02, 06:17	2010-04-02, 06:17	27
5-MeO-DiPT	Rbaselt	1	1	2010-01-13, 02:01	2010-01-13, 02:01	473
5-MeO-DiPT	Rich Farmbrough	1	1	2009-12-04, 19:04	2009-12-04, 19:04	39
5-MeO-DiPT	Gyrofrog	1	1	2009-03-27, 02:45	2009-03-27, 02:45	24
5-MeO-DiPT	Cmichael	1	1	2008-12-06, 08:31	2008-12-06, 08:31	0
5-MeO-DiPT	Someguy1221	1	1	2008-07-29, 04:01	2008-07-29, 04:01	0
5-MeO-DiPT	Nietzscheanlie	1	1	2007-06-13, 04:28	2007-06-13, 04:28	4
5-MeO-DiPT	Ceyockey	1	1	2007-06-03, 23:26	2007-06-03, 23:26	19
5-MeO-DiPT	SummonerMarc	1	1	2007-05-11, 11:11	2007-05-11, 11:11	14
5-MeO-DiPT	Nihiltres	1	1	2007-04-23, 17:14	2007-04-23, 17:14	10
5-MeO-DiPT	Bwhack	1	1	2006-09-13, 00:29	2006-09-13, 00:29	21
5-MeO-DiPT	Keenan Pepper	1	1	2006-07-23, 19:55	2006-07-23, 19:55	0
5-MeO-DiPT	Marudubshinki	1	1	2006-06-03, 19:21	2006-06-03, 19:21	22
5-MeO-DiPT	Tastyummy	1	1	2006-02-11, 05:21	2006-02-11, 05:21	0
5-MeO-DiPT	Morninggloryseed	1	1	2005-11-16, 02:45	2005-11-16, 02:45	341
5-MeO-DiPT	Fredrik	1	1	2005-04-24, 03:09	2005-04-24, 03:09	0
5-MeO-DiPT	Kvidell	1	1	2005-04-20, 23:32	2005-04-20, 23:32	94
5-MeO-DiPT	Nickj	1	1	2004-10-23, 02:33	2004-10-23, 02:33	2
5-MeO-DiPT	Frietjes	1	0	2015-10-12, 18:08	2015-10-12, 18:08	0
5-MeO-DiPT	Wavelength	1	0	2015-08-17, 02:39	2015-08-17, 02:39	0
5-MeO-DiPT	Omicron91	1	0	2015-05-14, 00:27	2015-05-14, 00:27	0
5-MeO-DiPT	Psychonaut25	1	0	2014-02-02, 01:57	2014-02-02, 01:57	49
5-MeO-DiPT	Funandtrvl	1	0	2013-06-22, 01:31	2013-06-22, 01:31	0
5-MeO-DiPT	C6541	1	0	2012-11-27, 17:17	2012-11-27, 17:17	28
5-MeO-DiPT	Damaband	1	0	2010-05-20, 23:24	2010-05-20, 23:24	1
5-MeO-DiPT	ChemNerd	1	0	2010-04-14, 19:21	2010-04-14, 19:21	2
5-MeO-DiPT	Tillbury	1	0	2009-12-01, 21:18	2009-12-01, 21:18	84
5-MeO-DiPT	Vanished 45kd09la13	1	0	2009-06-14, 23:13	2009-06-14, 23:13	16
5-MeO-DiPT	GoTaco	1	0	2008-12-06, 08:31	2008-12-06, 08:31	0
5-MeO-DiPT	Benrr101	1	0	2007-10-17, 23:14	2007-10-17, 23:14	0
5-MeO-DiPT	Sbrools	1	0	2007-05-11, 21:45	2007-05-11, 21:45	36
5-MeO-DiPT	Ken Gallager	1	0	2007-04-12, 16:56	2007-04-12, 16:56	14
5-MeO-DiPT	Stanmar	1	0	2006-11-26, 00:40	2006-11-26, 00:40	0
5-MeO-DiPT	Sonjaaa	1	0	2006-06-19, 19:21	2006-06-19, 19:21	8
5-MeO-DiPT	TimBentley	1	0	2005-11-15, 04:32	2005-11-15, 04:32	25
5-MeO-DiPT	Sharavanabhava	1	0	2005-06-07, 04:22	2005-06-07, 04:22	0
5-MeO-DiPT	DO'Neil	1	0	2005-04-23, 06:42	2005-04-23, 06:42	46
5-MeO-DiPT	Flying Hamster	1	0	2004-10-25, 02:11	2004-10-25, 02:11	148
5-MeO-DiPT	Feitclub	1	0	2004-10-15, 16:08	2004-10-15, 16:08	47
5-MeO-DPT	Psychonaut25	3	3	2013-09-26, 07:22	2013-09-26, 07:24	34
5-MeO-DPT	Morninggloryseed	3	1	2005-11-16, 19:10	2005-11-27, 04:15	1870
5-MeO-DPT	Beetstra	3	0	2009-12-17, 14:15	2011-02-11, 10:45	352
5-MeO-DPT	Meodipt	3	0	2006-04-23, 09:25	2007-04-26, 12:26	7
5-MeO-DPT	Todfox	2	1	2005-12-16, 15:49	2005-12-16, 15:49	61
5-MeO-DPT	Metalhead94	2	0	2011-08-10, 23:55	2012-10-11, 01:48	2
5-MeO-DPT	DePiep	1	1	2016-04-02, 14:38	2016-04-02, 14:38	0
5-MeO-DPT	Jeff Janes	1	1	2015-05-01, 22:14	2015-05-01, 22:14	3
5-MeO-DPT	Flopster2	1	1	2011-09-16, 20:47	2011-09-16, 20:47	0
5-MeO-DPT	حسن علي البط	1	1	2010-04-02, 06:16	2010-04-02, 06:16	27
5-MeO-DPT	El C	1	1	2007-02-16, 14:25	2007-02-16, 14:25	0
5-MeO-DPT	Wheels for life	1	1	2007-02-16, 14:16	2007-02-16, 14:16	0
5-MeO-DPT	Saxbryn	1	1	2006-11-30, 15:31	2006-11-30, 15:31	0
5-MeO-DPT	Bwhack	1	1	2006-09-13, 15:20	2006-09-13, 15:20	16
5-MeO-DPT	GSS-1987	1	0	2016-02-09, 16:44	2016-02-09, 16:44	19
5-MeO-DPT	Aethyta	1	0	2015-04-23, 05:45	2015-04-23, 05:45	28
5-MeO-DPT	Funandtrvl	1	0	2013-06-22, 01:32	2013-06-22, 01:32	77
5-MeO-DPT	Vanished 45kd09la13	1	0	2009-06-15, 01:26	2009-06-15, 01:26	17
5-MeO-DPT	Zachorious	1	0	2009-05-08, 00:24	2009-05-08, 00:24	3
5-MeO-DPT	Cacycle	1	0	2008-12-06, 06:44	2008-12-06, 06:44	19
5-MeO-DPT	Benrr101	1	0	2007-10-19, 00:28	2007-10-19, 00:28	0
5-MeO-DPT	Guitarmankev1	1	0	2007-03-19, 01:22	2007-03-19, 01:22	0
5-MeO-DPT	Alien-	1	0	2006-07-20, 09:31	2006-07-20, 09:31	8
5-MeO-DPT	Miserlou	1	0	2006-04-08, 04:44	2006-04-08, 04:44	45
5-MeO-DPT	Gadfium	1	0	2006-02-04, 18:38	2006-02-04, 18:38	0
5-MeO-DPT	Melchoir	1	0	2005-12-14, 09:42	2005-12-14, 09:42	0
5-MeO-MALT	Aethyta	4	0	2015-10-19, 08:41	2015-10-19, 08:52	2519
5-MeO-MALT	Meodipt	2	0	2015-10-19, 08:50	2015-10-19, 08:52	386
5-MeO-MPMI	Meodipt	8	1	2008-06-21, 09:22	2011-09-11, 08:50	2176
5-MeO-MPMI	Edgar181	3	1	2010-09-28, 16:35	2011-06-14, 14:42	361
5-MeO-MPMI	Tom.Reding	2	2	2016-05-17, 18:43	2016-05-17, 18:43	23
5-MeO-MPMI	Psychonaut25	2	2	2013-09-26, 07:32	2013-09-29, 04:48	40
5-MeO-MPMI	Aethyta	2	0	2015-04-23, 05:45	2016-07-04, 01:21	40
5-MeO-MPMI	Beetstra	2	0	2011-10-31, 11:40	2011-10-31, 11:41	47
5-MeO-MPMI	ChemNerd	2	0	2011-06-14, 14:02	2011-06-14, 14:03	0
5-MeO-MPMI	DePiep	1	1	2016-04-02, 14:38	2016-04-02, 14:38	0
5-MeO-MPMI	Trappist the monk	1	1	2015-04-24, 16:07	2015-04-24, 16:07	13
5-MeO-MPMI	Master Uegly	1	1	2011-06-14, 13:38	2011-06-14, 13:38	0
5-MeO-MPMI	Ulric1313	1	0	2016-01-20, 17:28	2016-01-20, 17:28	17
5-MeO-MPMI	Vycl1994	1	0	2015-10-16, 09:41	2015-10-16, 09:41	3
5-MeO-MPMI	The chemistds	1	0	2011-10-30, 15:17	2011-10-30, 15:17	395
5-MeO-MPMI	Tuchomator	1	0	2010-08-02, 02:09	2010-08-02, 02:09	72
DALT	Vanished 45kd09la13	6	0	2010-04-20, 04:25	2010-04-22, 10:40	3815
DALT	حسن علي البط	3	3	2010-08-27, 00:41	2010-08-27, 01:00	0
DALT	Beetstra	3	0	2010-10-06, 07:55	2010-11-12, 14:32	279
DALT	Dcirovic	1	1	2016-05-29, 08:16	2016-05-29, 08:16	52
DALT	DePiep	1	1	2016-04-02, 15:50	2016-04-02, 15:50	0
DALT	Psychonaut25	1	1	2014-01-31, 16:28	2014-01-31, 16:28	52
DALT	Theopolisme	1	1	2012-12-26, 18:04	2012-12-26, 18:04	0
DALT	Zidanie5	1	1	2012-09-15, 01:15	2012-09-15, 01:15	24
DALT	Aethyta	1	0	2015-04-23, 05:46	2015-04-23, 05:46	28
DALT	Edgar181	1	0	2014-10-31, 18:50	2014-10-31, 18:50	0
DALT	Meodipt	1	0	2013-07-20, 06:15	2013-07-20, 06:15	17
DALT	Hoponpop69	1	0	2012-10-27, 22:42	2012-10-27, 22:42	0
DALT	David Hedlund	1	0	2011-09-13, 18:20	2011-09-13, 18:20	24
Diisopropyltryptamine	Cacycle	6	2	2004-11-06, 13:51	2008-12-06, 05:12	80
Diisopropyltryptamine	Miserlou	6	0	2006-04-08, 04:37	2006-04-08, 15:27	143
Diisopropyltryptamine	Mechem	5	0	2009-03-18, 21:14	2009-03-19, 03:21	320
Diisopropyltryptamine	Heah	4	3	2005-04-26, 22:17	2006-04-06, 01:35	101
Diisopropyltryptamine	Keenan Pepper	4	1	2009-02-03, 21:03	2010-05-03, 20:14	0
Diisopropyltryptamine	Kwamikagami	3	2	2007-12-12, 23:51	2009-06-14, 00:29	16
Diisopropyltryptamine	Flying Hamster	3	2	2004-10-25, 22:51	2004-10-27, 08:40	2566
Diisopropyltryptamine	Swamilive	3	1	2008-06-02, 23:46	2008-06-03, 15:10	0
Diisopropyltryptamine	Beetstra	3	0	2010-10-29, 15:08	2011-08-08, 14:50	147
Diisopropyltryptamine	Debresser	2	2	2009-03-18, 21:22	2009-03-18, 21:24	28
Diisopropyltryptamine	Tomaxer	2	2	2007-06-03, 18:26	2007-07-14, 12:51	12
Diisopropyltryptamine	Centrx	2	2	2004-11-12, 23:55	2004-11-19, 21:25	0
Diisopropyltryptamine	C6541	2	1	2012-11-27, 17:17	2012-11-27, 19:20	29
Diisopropyltryptamine	Edgar181	2	0	2015-01-05, 17:40	2016-03-15, 18:10	0
Diisopropyltryptamine	Deflective	2	0	2011-09-06, 22:42	2013-05-31, 02:10	25
Diisopropyltryptamine	Danelo	2	0	2007-09-08, 20:38	2007-09-08, 21:06	0
Diisopropyltryptamine	Definition12	2	0	2006-11-27, 11:45	2006-11-27, 11:46	9
Diisopropyltryptamine	DePiep	1	1	2016-04-02, 13:30	2016-04-02, 13:30	0
Diisopropyltryptamine	Jonesey95	1	1	2014-04-06, 02:57	2014-04-06, 02:57	0
Diisopropyltryptamine	Psychonaut25	1	1	2013-09-29, 05:01	2013-09-29, 05:01	8
Diisopropyltryptamine	Aardark	1	1	2011-05-04, 17:47	2011-05-04, 17:47	0
Diisopropyltryptamine	Enix150	1	1	2011-03-06, 07:19	2011-03-06, 07:19	0
Diisopropyltryptamine	Rich Farmbrough	1	1	2010-11-10, 14:48	2010-11-10, 14:48	0
Diisopropyltryptamine	Jonathanstray	1	1	2010-02-04, 08:12	2010-02-04, 08:12	8
Diisopropyltryptamine	CommonsDelinker	1	1	2009-11-03, 08:33	2009-11-03, 08:33	0
Diisopropyltryptamine	Fvasconcellos	1	1	2008-11-19, 12:56	2008-11-19, 12:56	63
Diisopropyltryptamine	Bobblehead	1	1	2007-10-06, 04:23	2007-10-06, 04:23	0
Diisopropyltryptamine	GarconN2	1	1	2007-08-25, 06:09	2007-08-25, 06:09	48
Diisopropyltryptamine	Bryan Derksen	1	1	2007-05-11, 09:03	2007-05-11, 09:03	0
Diisopropyltryptamine	Orderinchaos	1	1	2007-03-15, 14:53	2007-03-15, 14:53	0
Diisopropyltryptamine	Aempinc	1	1	2006-06-14, 17:57	2006-06-14, 17:57	15
Diisopropyltryptamine	Phixt	1	1	2006-06-02, 03:44	2006-06-02, 03:44	0
Diisopropyltryptamine	Fuhghettaboutit	1	1	2006-02-22, 04:10	2006-02-22, 04:10	1
Diisopropyltryptamine	CatherineMunro	1	1	2005-11-08, 02:27	2005-11-08, 02:27	14
Diisopropyltryptamine	Sam Hocevar	1	1	2005-01-27, 07:40	2005-01-27, 07:40	0
Diisopropyltryptamine	Jumbuck	1	1	2004-11-24, 10:44	2004-11-24, 10:44	0
Diisopropyltryptamine	Mykhal	1	1	2004-11-07, 22:57	2004-11-07, 22:57	1
Diisopropyltryptamine	Pineyblondie	1	0	2016-03-18, 09:51	2016-03-18, 09:51	0
Diisopropyltryptamine	J. 'mach' wust	1	0	2016-01-20, 08:59	2016-01-20, 08:59	4
Diisopropyltryptamine	Aethyta	1	0	2015-04-23, 05:47	2015-04-23, 05:47	0
Diisopropyltryptamine	BD2412	1	0	2015-02-17, 02:42	2015-02-17, 02:42	17
Diisopropyltryptamine	Medgirl131	1	0	2014-11-12, 06:35	2014-11-12, 06:35	0
Diisopropyltryptamine	Galticus	1	0	2014-04-01, 06:28	2014-04-01, 06:28	0
Diisopropyltryptamine	Funandtrvl	1	0	2013-06-22, 01:40	2013-06-22, 01:40	0
Diisopropyltryptamine	Metalhead94	1	0	2011-08-10, 00:23	2011-08-10, 00:23	0
Diisopropyltryptamine	AThing	1	0	2010-04-07, 21:30	2010-04-07, 21:30	20
Diisopropyltryptamine	Tillbury	1	0	2009-11-30, 04:42	2009-11-30, 04:42	77
Diisopropyltryptamine	JzG	1	0	2009-10-10, 17:50	2009-10-10, 17:50	0
Diisopropyltryptamine	Vanished 45kd09la13	1	0	2009-06-14, 23:17	2009-06-14, 23:17	18
Diisopropyltryptamine	Anypodetos	1	0	2009-06-04, 14:31	2009-06-04, 14:31	5
Diisopropyltryptamine	The Right Honourable	1	0	2007-07-01, 07:32	2007-07-01, 07:32	21
Diisopropyltryptamine	Sbrools	1	0	2007-05-11, 20:53	2007-05-11, 20:53	28
Diisopropyltryptamine	Meodipt	1	0	2007-04-25, 09:21	2007-04-25, 09:21	11
Diisopropyltryptamine	Guitarmankev1	1	0	2007-03-19, 20:36	2007-03-19, 20:36	64
Diisopropyltryptamine	Hesperian	1	0	2007-03-15, 12:29	2007-03-15, 12:29	0
Diisopropyltryptamine	Auroranorth	1	0	2007-03-11, 08:59	2007-03-11, 08:59	78
Diisopropyltryptamine	Selket	1	0	2007-02-24, 23:58	2007-02-24, 23:58	0
Diisopropyltryptamine	Arcadian	1	0	2006-06-25, 04:24	2006-06-25, 04:24	0
Diisopropyltryptamine	Morninggloryseed	1	0	2005-11-16, 02:47	2005-11-16, 02:47	165
Diisopropyltryptamine	TimBentley	1	0	2005-11-15, 04:34	2005-11-15, 04:34	25
Diisopropyltryptamine	Abdull	1	0	2005-07-21, 22:17	2005-07-21, 22:17	3
Diisopropyltryptamine	Sharavanabhava	1	0	2005-06-07, 04:27	2005-06-07, 04:27	0
Diisopropyltryptamine	Ddhix 2002	1	0	2004-09-30, 03:29	2004-09-30, 03:29	2273
Ethocybin	Beetstra	3	0	2010-10-30, 10:35	2011-04-07, 08:25	388
Ethocybin	Meodipt	3	0	2007-01-29, 23:12	2007-04-26, 13:13	195
Ethocybin	Aethyta	2	0	2015-04-23, 05:44	2015-10-11, 22:37	28
Ethocybin	Edgar181	2	0	2009-03-11, 14:50	2011-04-07, 18:38	209
Ethocybin	DePiep	1	1	2016-04-02, 16:16	2016-04-02, 16:16	0
Ethocybin	Magiclite	1	1	2007-07-05, 17:34	2007-07-05, 17:34	0
Ethocybin	Alan Rockefeller	1	1	2007-04-03, 00:20	2007-04-03, 00:20	0
Ethocybin	WAvegetarian	1	1	2007-03-19, 18:43	2007-03-19, 18:43	0
Ethocybin	Turkeyphant	1	1	2007-01-25, 03:47	2007-01-25, 03:47	0
Ethocybin	Mohawkjohn	1	1	2006-10-22, 20:46	2006-10-22, 20:46	13
Ethocybin	Frietjes	1	0	2015-10-12, 17:53	2015-10-12, 17:53	0
Ethocybin	Jynto	1	0	2015-03-28, 19:23	2015-03-28, 19:23	169
Ethocybin	Enix150	1	0	2012-02-23, 15:57	2012-02-23, 15:57	0
Ethocybin	حسن علي البط	1	0	2011-04-07, 06:10	2011-04-07, 06:10	34
Ethocybin	Daviesje	1	0	2010-10-05, 14:28	2010-10-05, 14:28	25
Ethocybin	Anypodetos	1	0	2009-06-09, 19:07	2009-06-09, 19:07	4
Ethocybin	Chem-awb	1	0	2007-07-10, 04:52	2007-07-10, 04:52	0
Ethocybin	Morninggloryseed	1	0	2006-09-19, 00:52	2006-09-19, 00:52	3502
Methylisopropyltryptamine	Miserlou	8	0	2006-04-07, 19:24	2006-04-07, 19:28	129
Methylisopropyltryptamine	Heah	5	3	2005-12-17, 17:06	2006-04-07, 19:44	86
Methylisopropyltryptamine	Enix150	3	3	2011-11-25, 11:07	2011-11-25, 11:30	0
Methylisopropyltryptamine	Beetstra	3	0	2010-11-04, 13:43	2011-02-25, 12:34	18
Methylisopropyltryptamine	Edgar181	2	2	2006-03-06, 20:13	2007-01-20, 19:52	39
Methylisopropyltryptamine	Meodipt	2	0	2007-04-25, 09:28	2007-04-26, 13:53	11
Methylisopropyltryptamine	Morninggloryseed	2	0	2005-11-19, 05:47	2005-11-26, 09:02	1689
Methylisopropyltryptamine	DePiep	1	1	2016-04-02, 18:04	2016-04-02, 18:04	0
Methylisopropyltryptamine	Psychonaut25	1	1	2013-09-29, 05:02	2013-09-29, 05:02	8
Methylisopropyltryptamine	Gwern	1	1	2008-04-09, 21:44	2008-04-09, 21:44	21
Methylisopropyltryptamine	Derek.cashman	1	1	2007-10-06, 19:12	2007-10-06, 19:12	0
Methylisopropyltryptamine	Danelo	1	1	2007-08-24, 14:10	2007-08-24, 14:10	0
Methylisopropyltryptamine	Bryan Derksen	1	1	2007-05-11, 08:58	2007-05-11, 08:58	0
Methylisopropyltryptamine	Bradtcordeiro	1	1	2006-12-08, 20:21	2006-12-08, 20:21	5
Methylisopropyltryptamine	Saxbryn	1	1	2006-12-07, 11:37	2006-12-07, 11:37	0
Methylisopropyltryptamine	Sanguinity	1	1	2006-09-21, 16:14	2006-09-21, 16:14	15
Methylisopropyltryptamine	Bwhack	1	1	2006-09-13, 15:36	2006-09-13, 15:36	16
Methylisopropyltryptamine	Simon12	1	1	2006-05-22, 01:00	2006-05-22, 01:00	17
Methylisopropyltryptamine	Aethyta	1	0	2015-04-23, 05:48	2015-04-23, 05:48	0
Methylisopropyltryptamine	Medgirl131	1	0	2014-11-12, 06:35	2014-11-12, 06:35	60
Methylisopropyltryptamine	Mplanine	1	0	2014-10-23, 03:19	2014-10-23, 03:19	58
Methylisopropyltryptamine	Funandtrvl	1	0	2013-06-22, 01:56	2013-06-22, 01:56	76
Methylisopropyltryptamine	Daviesje	1	0	2010-10-06, 16:02	2010-10-06, 16:02	0
Methylisopropyltryptamine	Tillbury	1	0	2009-12-01, 21:37	2009-12-01, 21:37	77
Methylisopropyltryptamine	JzG	1	0	2009-10-10, 17:18	2009-10-10, 17:18	0
Methylisopropyltryptamine	Cacycle	1	0	2009-09-27, 21:07	2009-09-27, 21:07	0
Methylisopropyltryptamine	David Hedlund	1	0	2009-09-25, 19:03	2009-09-25, 19:03	24
Methylisopropyltryptamine	No1lakersfan	1	0	2007-02-18, 03:58	2007-02-18, 03:58	32
5-MeO-DiBF	Aethyta	4	1	2015-06-19, 21:30	2015-10-30, 16:14	2888
5-MeO-DiBF	Project Osprey	2	1	2015-09-08, 13:20	2015-11-20, 13:24	307
5-MeO-DiBF	Tom.Reding	1	1	2016-05-17, 18:47	2016-05-17, 18:47	63
5-MeO-DiBF	DePiep	1	1	2016-04-02, 14:38	2016-04-02, 14:38	0
5-MeO-DiBF	I dream of horses	1	1	2015-06-20, 01:56	2015-06-20, 01:56	39
5-MeO-DiBF	Meodipt	1	0	2015-06-20, 19:40	2015-06-20, 19:40	47
3C-E	Heah	4	4	2005-04-25, 02:44	2005-05-21, 15:17	88
3C-E	Physchim62	3	1	2005-05-04, 20:35	2009-05-20, 07:09	0
3C-E	Beetstra	3	0	2009-12-17, 11:39	2011-02-11, 09:07	304
3C-E	Edgar181	3	0	2008-05-20, 15:08	2014-07-09, 16:30	34
3C-E	DePiep	2	2	2015-03-03, 00:13	2015-12-18, 01:45	1
3C-E	Aethyta	2	0	2015-04-23, 02:11	2016-01-31, 19:20	28
3C-E	Swamilive	2	0	2008-03-23, 14:26	2008-05-16, 23:57	0
3C-E	Meodipt	2	0	2007-09-20, 07:00	2009-09-15, 06:53	0
3C-E	Use the force	2	0	2007-03-01, 22:28	2007-09-20, 02:03	0
3C-E	Cacycle	2	0	2004-11-16, 15:23	2004-11-16, 19:11	1697
3C-E	Mashaunix	1	1	2015-02-17, 00:27	2015-02-17, 00:27	17
3C-E	Nirmos	1	1	2010-08-17, 08:32	2010-08-17, 08:32	0
3C-E	حسن علي البط	1	1	2010-04-02, 07:32	2010-04-02, 07:32	27
3C-E	Harbinary	1	1	2009-01-11, 07:35	2009-01-11, 07:35	0
3C-E	Saxbryn	1	1	2006-11-30, 15:18	2006-11-30, 15:18	0
3C-E	X1987x	1	1	2006-10-11, 17:49	2006-10-11, 17:49	0
3C-E	Popefauvexxiii	1	1	2006-06-12, 08:09	2006-06-12, 08:09	23
3C-E	Jag123	1	1	2005-02-14, 20:27	2005-02-14, 20:27	5
3C-E	Testem	1	0	2014-09-12, 10:07	2014-09-12, 10:07	10
3C-E	Funandtrvl	1	0	2013-06-22, 00:48	2013-06-22, 00:48	0
3C-E	XtraChewy	1	0	2009-10-02, 18:05	2009-10-02, 18:05	0
3C-E	Chem-awb	1	0	2009-01-22, 17:18	2009-01-22, 17:18	0
3C-E	Tillbury	1	0	2009-01-22, 04:23	2009-01-22, 04:23	0
3C-E	Surachit	1	0	2007-08-03, 00:24	2007-08-03, 00:24	0
3C-E	Sbrools	1	0	2007-05-13, 20:13	2007-05-13, 20:13	0
3C-E	Eloil	1	0	2007-04-01, 06:09	2007-04-01, 06:09	0
3C-E	Sharavanabhava	1	0	2005-06-07, 05:06	2005-06-07, 05:06	0
3C-E	Greba	1	0	2004-11-16, 13:59	2004-11-16, 13:59	5
Allylescaline	Use the force	6	2	2007-03-27, 01:59	2007-09-09, 18:10	1545
Allylescaline	ThunderSkunk	4	3	2014-01-03, 09:22	2014-01-03, 09:54	384
Allylescaline	Beetstra	3	0	2009-12-19, 15:59	2012-02-17, 11:03	316
Allylescaline	Edgar181	3	0	2008-05-21, 13:10	2013-01-01, 12:41	10
Allylescaline	Sbrools	3	0	2007-05-12, 00:42	2007-05-12, 00:44	103
Allylescaline	Aethyta	2	0	2015-04-23, 05:49	2016-01-07, 05:01	424
Allylescaline	Swamilive	2	0	2008-03-21, 18:40	2008-05-16, 13:27	3
Allylescaline	DePiep	1	1	2015-07-07, 15:57	2015-07-07, 15:57	0
Allylescaline	Ospalh	1	1	2010-07-06, 11:00	2010-07-06, 11:00	0
Allylescaline	حسن علي البط	1	1	2010-04-03, 14:43	2010-04-03, 14:43	21
Allylescaline	Karenjc	1	1	2008-05-20, 17:57	2008-05-20, 17:57	6
Allylescaline	Arrowsmaster	1	0	2014-06-03, 22:02	2014-06-03, 22:02	7
Allylescaline	Gilderien	1	0	2013-03-12, 20:50	2013-03-12, 20:50	7
Allylescaline	Louisajb	1	0	2013-03-08, 16:54	2013-03-08, 16:54	1
Allylescaline	The chemistds	1	0	2012-04-02, 10:54	2012-04-02, 10:54	0
Allylescaline	Lightmouse	1	0	2010-10-27, 18:06	2010-10-27, 18:06	0
Allylescaline	Physchim62	1	0	2009-05-20, 07:28	2009-05-20, 07:28	7
Allylescaline	Chem-awb	1	0	2009-01-23, 02:12	2009-01-23, 02:12	0
Allylescaline	Tillbury	1	0	2009-01-13, 06:11	2009-01-13, 06:11	77
Allylescaline	Plumpurple	1	0	2008-10-22, 18:52	2008-10-22, 18:52	4
Allylescaline	Cacycle	1	0	2007-12-18, 14:06	2007-12-18, 14:06	0
Allylescaline	KAtremer	1	0	2007-12-18, 13:21	2007-12-18, 13:21	10
Allylescaline	Meodipt	1	0	2007-09-20, 07:11	2007-09-20, 07:11	1
Isoproscaline	Beetstra	3	0	2010-11-01, 13:13	2011-02-24, 10:47	309
Isoproscaline	DePiep	2	1	2014-12-02, 11:49	2015-07-16, 16:15	5
Isoproscaline	Chem-awb	2	0	2008-05-22, 07:06	2009-01-22, 21:02	0
Isoproscaline	Terrek	1	1	2015-02-21, 23:20	2015-02-21, 23:20	0
Isoproscaline	Mashaunix	1	1	2015-02-17, 12:51	2015-02-17, 12:51	17
Isoproscaline	حسن علي البط	1	1	2010-04-02, 07:34	2010-04-02, 07:34	27
Isoproscaline	Astavats	1	1	2008-10-01, 17:13	2008-10-01, 17:13	4
Isoproscaline	Alan Rockefeller	1	1	2007-03-23, 04:37	2007-03-23, 04:37	1
Isoproscaline	Heah	1	1	2005-12-17, 17:07	2005-12-17, 17:07	43
Isoproscaline	Aethyta	1	0	2015-04-23, 05:49	2015-04-23, 05:49	28
Isoproscaline	Gwyer	1	0	2015-02-21, 19:31	2015-02-21, 19:31	187
Isoproscaline	Fuse809	1	0	2014-03-04, 10:45	2014-03-04, 10:45	5
Isoproscaline	C6541	1	0	2010-03-14, 07:59	2010-03-14, 07:59	6
Isoproscaline	Tillbury	1	0	2009-02-14, 06:35	2009-02-14, 06:35	89
Isoproscaline	Edgar181	1	0	2008-06-12, 18:59	2008-06-12, 18:59	0
Isoproscaline	Swamilive	1	0	2008-05-26, 23:20	2008-05-26, 23:20	0
Isoproscaline	Cacycle	1	0	2007-12-18, 14:05	2007-12-18, 14:05	0
Isoproscaline	KAtremer	1	0	2007-12-18, 13:20	2007-12-18, 13:20	0
Isoproscaline	Meodipt	1	0	2007-03-26, 09:51	2007-03-26, 09:51	0
Isoproscaline	Use the force	1	0	2007-03-18, 15:30	2007-03-18, 15:30	11
Isoproscaline	Morninggloryseed	1	0	2005-11-30, 02:40	2005-11-30, 02:40	2297
Proscaline	Rifleman 82	8	4	2008-01-13, 07:53	2008-01-26, 02:07	123
Proscaline	Morninggloryseed	3	2	2005-11-17, 09:41	2006-09-21, 23:18	2682
Proscaline	Beetstra	3	0	2010-11-06, 13:33	2011-03-09, 12:01	153
Proscaline	Use the force	3	0	2007-03-18, 15:11	2007-05-08, 01:22	26
Proscaline	Psychonaut25	2	2	2013-03-22, 01:48	2014-02-02, 04:57	24
Proscaline	Syafiq.sh	2	0	2015-06-02, 15:21	2015-06-02, 15:24	0
Proscaline	Aethyta	2	0	2015-04-23, 05:49	2016-01-25, 15:21	28
Proscaline	Chem-awb	2	0	2008-01-13, 06:00	2009-01-22, 20:45	31
Proscaline	Equinox	1	1	2016-04-09, 04:24	2016-04-09, 04:24	1
Proscaline	Jeff Janes	1	1	2016-03-31, 20:06	2016-03-31, 20:06	0
Proscaline	LilHelpa	1	1	2016-01-25, 14:35	2016-01-25, 14:35	0
Proscaline	Orivaaaaa B!	1	1	2015-12-20, 10:46	2015-12-20, 10:46	1
Proscaline	DePiep	1	1	2015-07-07, 19:01	2015-07-07, 19:01	0
Proscaline	BD2412	1	1	2015-02-20, 19:47	2015-02-20, 19:47	17
Proscaline	ThunderSkunk	1	1	2014-01-03, 09:24	2014-01-03, 09:24	56
Proscaline	حسن علي البط	1	1	2010-04-03, 15:00	2010-04-03, 15:00	0
Proscaline	Szquirrel	1	1	2006-06-19, 15:16	2006-06-19, 15:16	18
Proscaline	Arrowsmaster	1	0	2014-06-02, 13:23	2014-06-02, 13:23	4
Proscaline	C6541	1	0	2010-03-14, 08:01	2010-03-14, 08:01	0
Proscaline	Harbinary	1	0	2010-01-27, 15:36	2010-01-27, 15:36	0
